FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Bourahla Dahmani;NULL;General: Vertebrate contact;9059M22;Maatarka;Berrabha;28/03/2012;32,77543;-2,2691;NULL;NULL;x9059;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;157184;U11M02397;000702852A;NULL;NULL;219059;NULL;44290;219059
El Aouki Ahmed;NULL;General: Vertebrate contact;442603M;Maatarka;Maatarka;28/03/2012;33,29353;-2,70261;NULL;NULL;x4426;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;114872;U10M09781;0007025A1A;NULL;NULL;214426;NULL;39824;214426
Bouchnafa Saïd;NULL;General: Vertebrate contact;6660M30;Missour;Smar;27/03/2012;32,94927;-3,65413;NULL;NULL;x6660;male;release;North African Houbara Bustard;lost;collar;RI-2D-M;157148;U11M14526;00071FECBB;NULL;NULL;216660;NULL;52371;216660
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;E36EFD;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11596;0006E36EFD;NULL;NULL;NULL;NULL;53012;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;13630D;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11602;000713630D;NULL;NULL;NULL;NULL;53013;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;138128;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11603;7138128;NULL;NULL;NULL;NULL;53014;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;13930;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11605;7,14E+05;NULL;NULL;NULL;NULL;53015;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;201A16;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12903;0007201A16;NULL;NULL;NULL;NULL;53016;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;201B4E;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12962;0007201B4E;NULL;NULL;NULL;NULL;53017;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;135F30;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11328;0007135F30;NULL;NULL;NULL;NULL;53006;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;139259;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11332;7139259;NULL;NULL;NULL;NULL;53007;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;E3BAA0;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11333;0006E3BAA0;NULL;NULL;NULL;NULL;53008;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;135C56;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11334;0007135C56;NULL;NULL;NULL;NULL;53009;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;137B8D;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11338;0007137B8D;NULL;NULL;NULL;NULL;53010;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM097;Maatarka;RHM097;27/03/2012;33,73186;-2,5952;NULL;NULL;13956C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11344;000713956C;NULL;NULL;NULL;NULL;53011;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;1393EF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11303;00071393EF;NULL;NULL;NULL;NULL;53018;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;136A23;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11463;0007136A23;NULL;NULL;NULL;NULL;53025;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;E3B16D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11465;0006E3B16D;NULL;NULL;NULL;NULL;53026;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;136DD0;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11471;0007136DD0;NULL;NULL;NULL;NULL;53027;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;136FE2;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11475;0007136FE2;NULL;NULL;NULL;NULL;53028;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;1AE571;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11477;00071AE571;NULL;NULL;NULL;NULL;53029;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;136ACB;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11306;0007136ACB;NULL;NULL;NULL;NULL;53019;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;E36C3E;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11308;0006E36C3E;NULL;NULL;NULL;NULL;53020;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;138D72;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11315;0007138D72;NULL;NULL;NULL;NULL;53021;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;1396000000;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11324;7,14E+10;NULL;NULL;NULL;NULL;53022;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;1,36E+81;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11366;7,14E+82;NULL;NULL;NULL;NULL;53023;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM105;Maatarka;RHM105;27/03/2012;33,73203;-2,64917;NULL;NULL;136109;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11367;7136109;NULL;NULL;NULL;NULL;53024;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1AD21D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05584;00071AD21D;NULL;NULL;NULL;NULL;53030;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1B9567;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05996;00071B9567;NULL;NULL;NULL;NULL;53031;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;13864F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M10284;000713864F;NULL;NULL;NULL;NULL;53032;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1FD30F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12447;00071FD30F;NULL;NULL;NULL;NULL;53039;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1374D9;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12511;00071374D9;NULL;NULL;NULL;NULL;53040;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1330B0;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13675;00071330B0;NULL;NULL;NULL;NULL;53041;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;E3A1C1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M10378;0006E3A1C1;NULL;NULL;NULL;NULL;53033;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;13791A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M10735;000713791A;NULL;NULL;NULL;NULL;53034;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;E39D9D;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M10794;0006E39D9D;NULL;NULL;NULL;NULL;53035;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1369C7;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M10875;00071369C7;NULL;NULL;NULL;NULL;53036;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;135F39;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M10913;0007135F39;NULL;NULL;NULL;NULL;53037;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM113;Maatarka;RHM113;27/03/2012;33,77727;-2,70299;NULL;NULL;1FDC57;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11203;00071FDC57;NULL;NULL;NULL;NULL;53038;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;1391F4;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11352;00071391F4;NULL;NULL;NULL;NULL;53052;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;1395BF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11353;00071395BF;NULL;NULL;NULL;NULL;53053;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;E3941F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11342;0006E3941F;NULL;NULL;NULL;NULL;53046;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;135CEF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11343;0007135CEF;NULL;NULL;NULL;NULL;53047;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;E37127;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11347;0006E37127;NULL;NULL;NULL;NULL;53048;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;1382AB;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11348;00071382AB;NULL;NULL;NULL;NULL;53049;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;137999;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11350;7137999;NULL;NULL;NULL;NULL;53050;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;E35EEC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11351;0006E35EEC;NULL;NULL;NULL;NULL;53051;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;E3ACA1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11319;0006E3ACA1;NULL;NULL;NULL;NULL;53042;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;1394AB;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11323;00071394AB;NULL;NULL;NULL;NULL;53043;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;1369A5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11335;00071369A5;NULL;NULL;NULL;NULL;53044;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM114;Maatarka;RHM114;27/03/2012;33,73217;-2,70314;NULL;NULL;1387EF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11340;00071387EF;NULL;NULL;NULL;NULL;53045;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;E39148;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11313;0006E39148;NULL;NULL;NULL;NULL;53054;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;E36A8D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11317;0006E36A8D;NULL;NULL;NULL;NULL;53055;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;E3B2FB;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11321;0006E3B2FB;NULL;NULL;NULL;NULL;53056;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;1B2515;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11322;00071B2515;NULL;NULL;NULL;NULL;53057;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;136E7C;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11349;0007136E7C;NULL;NULL;NULL;NULL;53058;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;1FCE90;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12959;00071FCE90;NULL;NULL;NULL;NULL;53065;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;E3A591;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11416;0006E3A591;NULL;NULL;NULL;NULL;53059;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;135C19;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11433;0007135C19;NULL;NULL;NULL;NULL;53060;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;1368DE;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11434;00071368DE;NULL;NULL;NULL;NULL;53061;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;1370A3;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11435;00071370A3;NULL;NULL;NULL;NULL;53062;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;E3A482;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11535;0006E3A482;NULL;NULL;NULL;NULL;53063;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM115;Maatarka;RHM115;27/03/2012;33,68708;-2,7033;NULL;NULL;135BF1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11607;0007135BF1;NULL;NULL;NULL;NULL;53064;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1B1005;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M03515;00071B1005;NULL;NULL;NULL;NULL;53066;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;E36CC7;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12489;0006E36CC7;NULL;NULL;NULL;NULL;53073;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;E376E8;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M12499;0006E376E8;NULL;NULL;NULL;NULL;53074;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1373C3;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M13921;00071373C3;NULL;NULL;NULL;NULL;53075;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1B3D1F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14172;00071B3D1F;NULL;NULL;NULL;NULL;53076;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1B7A9B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M14281;00071B7A9B;NULL;NULL;NULL;NULL;53077;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1ADB94;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08109;00071ADB94;NULL;NULL;NULL;NULL;53067;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1373A1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11204;00071373A1;NULL;NULL;NULL;NULL;53068;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;13610B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11207;000713610B;NULL;NULL;NULL;NULL;53069;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;136163;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11208;7136163;NULL;NULL;NULL;NULL;53070;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1370A5;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11329;00071370A5;NULL;NULL;NULL;NULL;53071;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM122;Maatarka;RHM122;27/03/2012;33,77739;-2,75699;NULL;NULL;1AF8AE;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11472;00071AF8AE;NULL;NULL;NULL;NULL;53072;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;138607;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11316;7138607;NULL;NULL;NULL;NULL;53078;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;137BC1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11325;0007137BC1;NULL;NULL;NULL;NULL;53079;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;13683A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11363;000713683A;NULL;NULL;NULL;NULL;53080;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;136752;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11368;7136752;NULL;NULL;NULL;NULL;53081;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;139747;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11405;7139747;NULL;NULL;NULL;NULL;53082;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;138580;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11519;7138580;NULL;NULL;NULL;NULL;53089;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;E3A8CD;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11419;0006E3A8CD;NULL;NULL;NULL;NULL;53083;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120327RHM123;Maatarka;RHM123;27/03/2012;33,73229;-2,75712;NULL;NULL;E3AC1A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11420;0006E3AC1A;NULL;NULL;NULL;NULL;53084;NULL
